2018-01-13 00:00:00	BBCNEWS	39	BBCNEWS_20180113_000000_	IRAN NUCLEAR DEAL
2018-01-13 10:29:00	MSNBCW	8	MSNBCW_20180113_100000_Dateline/start/1740	WHITE HOUSE DOCTOR SAYS TRUMP. IS IN FXCFI I FNT HFAI TH AFTFD DHYSICAI
2018-01-13 10:30:00	BBCNEWS	9	BBCNEWS_20180113_100000_BBC_News/start/1800	BELLA EMBERG TRIBUTES. Bobby Crush, Les Dennis, John Challis join tributes
2018-01-13 10:30:00	FOXNEWSW	27	FOXNEWSW_20180113_100000_The_Ingraham_Angle/start/1800	EMOCRATS RACIALIZING THE DACA DEAL\nEMOCRATS RACIALIZING THE DACA DEAL '. . . . Tlxn
2018-01-13 10:32:00	BBCNEWS	21	BBCNEWS_20180113_103000_The_Travel_Show/start/120	TRUMP COMMENTS ROW\nCHILD TOOTH DECAY
2018-01-13 10:32:00	CNNW	23	CNNW_20180113_100000_CNN_Newsroom_Live/start/1920	HAITI MARKS 8TH ANNIVERSARY OF DEADLY EARTHQUAKE\nFLU-RELATED CHILD DEATHS RISE TO 2O\nTRUMP DENIES USING VULGAR TERM, SENATORS SAY HE DID
2018-01-13 10:33:00	CNNW	22	CNNW_20180113_100000_CNN_Newsroom_Live/start/1980	INSPIRING STORY OF HAITIAN SERVING IN U.S. MILITARY\nU.S. HAS HISTORY OF ACCEPTING IMMIGRANTS INTO MILITARY\nINSPIRING STORY OF HAITIAN SERVING IN U.S. MILITARY. . Barbara Starr ow...
2018-01-13 10:35:00	CNNW	38	CNNW_20180113_100000_CNN_Newsroom_Live/start/2100	TRUMP SUPPORTERS: DEROGATORY REMARKS NOT PRESIDENTIAL\nU.S. HAS HISTORY OF ACCEPTING IMMIGRANTS INTO MILITARY
2018-01-13 10:35:00	FOXNEWSW	9	FOXNEWSW_20180113_100000_The_Ingraham_Angle/start/2100	HISTORY OF DICK DURBIN' S LIES I. . AAAAAAAAAAAAAAAAAAA
2018-01-13 10:36:00	CNNW	49	CNNW_20180113_100000_CNN_Newsroom_Live/start/2160	TRUMP SUPPORTERS: DEROGATORY REMARKS NOT PRESIDENTIAL\nTRUMP SUPPORTERS: DEROGATORY REMARKS NOT PRESIDENTIAL. . . . Bob Hollinqsworth Trump Supporter
2018-01-13 10:36:00	FOXNEWSW	14	FOXNEWSW_20180113_100000_The_Ingraham_Angle/start/2160	HISTORY OF DICK DURBIN'S LIES I\nPOLITICO, OCTOBER 23, 2O13\nHISTORY OF DICK DURBIN' S LIES. . AAAAAAAAAAAAAAAAAAAA
2018-01-13 10:36:00	MSNBCW	5	MSNBCW_20180113_100000_Dateline/start/2160	lnaI'S not What I SQIO, and now | 3an II.. And don't take mv words out of context, .
2018-01-13 10:38:00	CNNW	15	CNNW_20180113_100000_CNN_Newsroom_Live/start/2280	TRUMP SUPPORTERS REFLECT ON HIS REMARKS\nCHANGING THE FACE OF FACEBOOK\nTHOUSANDS WAIT FOR ROOFS IN PUERTO RICO
2018-01-13 10:38:00	FOXNEWSW	33	FOXNEWSW_20180113_100000_The_Ingraham_Angle/start/2280	AN ANYTHING DICK DURBIN SAYS BE TRUSTED?
2018-01-13 10:41:00	CNNW	5	CNNW_20180113_100000_CNN_Newsroom_Live/start/2460	THOUSANDS WAIT FOR ROOFS IN PUERTO RICO
2018-01-13 10:43:00	FOXNEWSW	33	FOXNEWSW_20180113_100000_The_Ingraham_Angle/start/2580	HOLLYWOOD HYPOCRISY. . 1.
2018-01-13 10:45:00	CNNW	15	CNNW_20180113_100000_CNN_Newsroom_Live/start/2700	PUERTO RICANS LIVING IN HOMES WITHOUT ROOFS\nTHOUSANDS WAIT FOR \"BLUE ROOFS\" IN PUERTO RICO
2018-01-13 10:45:00	FOXNEWSW	33	FOXNEWSW_20180113_100000_The_Ingraham_Angle/start/2700	TRUMP DEFIES EXPERTS, BRINGS BACK JOBS. FROM FOREIGN COUNTRIES. . \u2014\"r|...' \u2019n :vncm'onl\n\"5O SHADES FREED\" SEXUALIZED POSTERS ON VIEW. FOR ALL (INCLUPING CHILDREN) IN NYC
2018-01-13 10:46:00	FOXNEWSW	11	FOXNEWSW_20180113_100000_The_Ingraham_Angle/start/2760	Nov. 25, 2O16\nTRUMP DEFIES EXPERTS, BRINGS BACK JOBS. FROM FOREIGN COUNTRIES. . \u2014 'rI...' \u2019n :vnchon I
2018-01-13 10:47:00	FOXNEWSW	55	FOXNEWSW_20180113_100000_The_Ingraham_Angle/start/2820	ISINESS LEADERS CITE IMPROVED BUSINESS ENVIRONMENT. FOR BONUSES, NEW AMERICAN JOBS. . I
2018-01-13 10:48:00	CNNW	11	CNNW_20180113_100000_CNN_Newsroom_Live/start/2880	WE HAVE A WINNER!
2018-01-13 10:48:00	FOXNEWSW	6	FOXNEWSW_20180113_100000_The_Ingraham_Angle/start/2880	JAAI'I'IY'
2018-01-13 10:52:00	CNNW	21	CNNW_20180113_100000_CNN_Newsroom_Live/start/3120	2O-YEAR-OLD $45OM LO'ITERY WINNER COMES FORWARD
2018-01-13 10:52:00	FOXNEWSW	22	FOXNEWSW_20180113_100000_The_Ingraham_Angle/start/3120	JN' 5 CHRIS CUOMO SPELLS OUT 'S***HOLE' ON TV
2018-01-13 10:54:00	CNNW	45	CNNW_20180113_100000_CNN_Newsroom_Live/start/3240	FACEBOOK AIMING FOR QUALITY CONTENT OVER QUANTITY\nFACEBOOK AIMING FOR QUALITY CONTENT OVER QUANTITY. . Adam Mosseri Vice President of News Feed, Facebook\nFACEBOOK REVAMPING ITS NEWS...
2018-01-13 10:54:00	FOXNEWSW	17	FOXNEWSW_20180113_100000_The_Ingraham_Angle/start/3240	TRUMP VS. CLINTON ON HAITI I\nJOMO ON TRUMP: \"THIS IS WHO HE IS: S***HOLE\" I\nTRUMP VS.'CLINT_ON ON HAITI. . TI-m M_DA AKA
2018-01-13 10:56:00	CNNW	31	CNNW_20180113_100000_CNN_Newsroom_Live/start/3360	THREE SAUDI ARABIAN STADIUMS NOW OPEN TO WOMEN\n@2O18 Cable News Network. A'linw\\\\arner Company All rights reserved\nFACEBOOK TO SHOW MORE POSTS FROM FRIENDS ON NEWSFEEDS. . Laurie...
2018-01-13 10:56:00	FOXNEWSW	10	FOXNEWSW_20180113_100000_The_Ingraham_Angle/start/3360	. ian.com/Drotect d
2018-01-13 11:00:00	BBCNEWS	40	BBCNEWS_20180113_103000_The_Travel_Show/start/1800	CARILLION DEBT FEARS\nCHILD TOOTH DECAY
2018-01-13 11:03:00	CNNW	47	CNNW_20180113_110000_New_Day_Saturday/start/180	But Dem Sen Durbin says Trump made \"vile and racist\" remarks
2018-01-13 11:03:00	FOXNEWSW	35	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/180	{ITICS CRY RACISM OVER TRUMP COMMENTS .\nROAR OVER TRUMP'S IMMIGRATION COMMENTS I\nROAR OVER TRUMP'S IMMIGRATION COMMENTS :
2018-01-13 11:04:00	BBCNEWS	13	BBCNEWS_20180113_110000_BBC_News/start/240	TRUMP COMMENTS now. Donald Trump reportedly lashed out at immigrants\nTRUMP COMMENTS now. Haiti 'outraged and shocked' by reported remarks\nTRUMP COMMENTS ROW. Alleged remark about Haiti, El Salvador &...
2018-01-13 11:05:00	BBCNEWS	13	BBCNEWS_20180113_110000_BBC_News/start/300	IRAN SANCTIONS. Iran angered by new sanctions imposed by US\nIRAN SANCTIONS. Sanctions on head of judiciary have 'crossed a red lina'\nKASRA NAJI. BBC Persian Service
2018-01-13 11:05:00	FOXNEWSW	36	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/300	MBAUGH: TRUMP GIVEN A ROTTEN DEAL :\nALLOUT FROM IMMIGRATION BATTLE .\nALLOUT FROM IMMIGRATION BATTLE '
2018-01-13 11:06:00	BBCNEWS	11	BBCNEWS_20180113_110000_BBC_News/start/360	IRAN SANCTIONS. US had suspended sanctions after Ivan nuclear deal\nIRAN SANCTIONS. Punitive measures against Iran remain in force\nIRAN SANCTIONS. President Trump accused of hostile measures\nIRAN...
2018-01-13 11:06:00	CNNW	7	CNNW_20180113_110000_New_Day_Saturday/start/360	FOR TRUMP s \"SHITHOLE COUNTRIES\" COMMENT. . RIGHT NOW BOSTON [W 516 NEW YORK - 56\u00b0 PHILADELPHIA
2018-01-13 11:06:00	FOXNEWSW	56	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/360	MBAUGH: DEMS DISTRACTING FROM REAL ISSUE :\nMBAUGH: TRUMP GIVEN A ROTTEN DEAL :
2018-01-13 11:07:00	BBCNEWS	11	BBCNEWS_20180113_110000_BBC_News/start/420	IRAN SANCTIONS. President Trump accused of hostile measures\nIRAN SANCTIONS. Sanctions on head of judiciary have \u201ccrossed a red line'\nIRAN SANCTIONS. Iran angered by new sanctions imposed by...
2018-01-13 11:07:00	FOXNEWSW	52	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/420	ANCY PELOSI PUSHES FOR CLEAN DACA BILL \\\nMBAUGH: DEMS DISTRACTING FROM REAL ISSUE :
2018-01-13 11:07:00	MSNBCW	15	MSNBCW_20180113_110000_Dateline/start/420	I don't know. She was taking a bath-
2018-01-13 11:09:00	CNNW	8	CNNW_20180113_110000_New_Day_Saturday/start/540	FOR PORN STAR' S SILENCE A MONTH BEFORE 2O16 ELECTION. . TODAY KANSAS CITY ( 22\u00b0 MINNEAPOLIS ( 5 SAINT LOUIS\nFOR PORN STAR' S SILENCE A MONTH BEFORE 2O16 ELECTION. . RIGHT NOW DENVER - 28\u00b0 SACRAMENTO 44\" SALT LAKE CITY\nFOR PORN STAR' S...
2018-01-13 11:09:00	FOXNEWSW	62	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/540	ITEL CHAIR: FBI & DOJ ABUSED SURVEILLANCE :
2018-01-13 11:10:00	BBCNEWS	4	BBCNEWS_20180113_110000_BBC_News/start/600	HENHIK OVERGAARD-NIELSEN. Chairman, British Dental Association
2018-01-13 11:11:00	BBCNEWS	13	BBCNEWS_20180113_110000_BBC_News/start/660	CHILD TOOTH DECAY. 43,OOO hospital operations to remove 'eeth in children\nCHILD TOOTH DECAY. Figures in England equate to 17O operations a day\nCHILD TOOTH DECAY. Figures compiled by the Local Government...
2018-01-13 11:11:00	FOXNEWSW	37	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/660	BAMA: FOX NEWS FANS ON DIFFERENT PLANET I\nITEL CHAIR: FBI & DOJ ABUSED SURVEILLANCE :
2018-01-13 11:12:00	BBCNEWS	10	BBCNEWS_20180113_110000_BBC_News/start/720	CHILD TOOTH DECAY. LGA describe the number of extractions as \u2019alarming'\nCHILD TOOTH DECAY. LGA blames poor dental hygiene & sugary drinks & food\nCHILD TOOTH DECAY. British Demal Association: Scotland &...
2018-01-13 11:13:00	FOXNEWSW	15	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/780	'STATUE' OF LIMITATIONS\nFRIEND\u00a7E<\u00a7F6$ENEWS\u00a3OM\nHONORING MARTIN LUTHER KING I\nBAMA: FOX NEWS FANS ON DIFFERENT PLANET :
2018-01-13 11:14:00	BBCNEWS	15	BBCNEWS_20180113_110000_BBC_News/start/840	ANC LEADER'S SPEECH. Cyril Ramaphosa gives first major speech as ANC leader\nANC LEADER'S SPEECH. Ramaphosa was voted ANC leader in December\nANc LEADER'S SPEECH. Ramaphosa says corrup\ufb01on has divided me...
2018-01-13 11:14:00	FOXNEWSW	11	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/840	'STATUE' OF LIMITATIONS\nart all your shopping at Ebates.com! m
2018-01-13 11:15:00	BBCNEWS	15	BBCNEWS_20180113_110000_BBC_News/start/900	TRUMP COMMENTS ROW\nANC LEADER'S SPEECH. Jacob Zuma could remain president umil 2O19 elections\nANC LEADER'S SPEECH. . Cabls lor Ramaphosa to succeed Jacob...
2018-01-13 11:15:00	CNNW	3	CNNW_20180113_110000_New_Day_Saturday/start/900	Rachel ROSS Grew up in Montecito
2018-01-13 11:17:00	CNNW	20	CNNW_20180113_110000_New_Day_Saturday/start/1020	Sheriff says 18th deceased victim was found in his house\n, ,. John Griffith Thanked First Responders
2018-01-13 11:17:00	FOXNEWSW	38	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/1020	{UMP HONORS MLK DAY AMID CONTROVERSY I
2018-01-13 11:18:00	BBCNEWS	13	BBCNEWS_20180113_110000_BBC_News/start/1080	tuvrrt) \u201cum \"\"\"\"'
2018-01-13 11:18:00	CNNW	7	CNNW_20180113_110000_New_Day_Saturday/start/1080	DUDDLKIDI: IUIJAY. VISIT lN-STORE OR OFFICEDEPOT.COM/INK
2018-01-13 11:20:00	CNNW	11	CNNW_20180113_110000_New_Day_Saturday/start/1200	cancercenter.com/breast
2018-01-13 11:20:00	FOXNEWSW	8	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/1200	LVEDA KING ON NEED FOR STRONG AMERICA i\n\"\u2019. EDIA CONFRONTS TRUMP DURING MLK EVENT I\n\". LVEDA KING ON NEED FOR STRONG AMERICA I
2018-01-13 11:20:00	MSNBCW	4	MSNBCW_20180113_110000_Dateline/start/1200	ELIOUIS creases ' kof
2018-01-13 11:21:00	FOXNEWSW	8	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/1260	MAKING A 'LEFT' TURN
2018-01-13 11:24:00	BBCNEWS	3	BBCNEWS_20180113_110000_BBC_News/start/1440	EOIN MORGAN. England Capla\ufb01n\nSARAH KEITH-LUCAS
2018-01-13 11:24:00	CNNW	7	CNNW_20180113_110000_New_Day_Saturday/start/1440	IHUIVIP'D HIDIUHY UI' HAUIDI UUIVIIVItN lb, HUI IUND. . TODAY ALBUQUERQUE . 52\u00b0 LAS VEGAS . 61\u00b0 SAN DIEGO\nW. . RIGHT NOW DENVER k 3 28\u00b0 7 SACRAMENTO - 44\u00b0 SALT LAKE CITY
2018-01-13 11:24:00	FOXNEWSW	22	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/1440	OLICE AMBUSH SUSPECT CAPTURED\n{UMP EXTENDS IRAN DEAL FOR THE \"LAST TIME\" I
2018-01-13 11:25:00	BBCNEWS	10	BBCNEWS_20180113_110000_BBC_News/start/1500	SARAH KEITH-LUCAS
2018-01-13 11:25:00	FOXNEWSW	21	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/1500	{UMP EXTENDS IRAN DEAL FOR THE \"LAST TIME\" I\n{UMP |N \"EXCELLENT HEALTH\" AFTER EXAM I\nHETERODOX ACADEMY. 1,227 COLLEGE STUDENTS IN THE U.S.. DECEMBER 2O17
2018-01-13 11:26:00	CNNW	8	CNNW_20180113_110000_New_Day_Saturday/start/1560	Ben Fer uson OW Political Commentator
2018-01-13 11:26:00	FOXNEWSW	29	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/1560	DLLEGES GROW EVEN LESS CONSERVATIVE i\nUDY SHOWS COLLEGE PROFESSORS LEAN MORE LEFT
2018-01-13 11:28:00	CNNW	8	CNNW_20180113_110000_New_Day_Saturday/start/1680	Marc Lamont Hill | ON Political Commentator. . TODAY MIAMI \\ 76\u201c ORLANDO k 615 TAMPA\nMarc Lamont Hill | ON Political Commentator. RIGHT NOW BOSTON 57\u00b0 NEW YORK - 57\u00b0 PHILADELPHIA\nMarc Lamont Hill Host, BET News
2018-01-13 11:28:00	FOXNEWSW	62	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/1680	1OF: NEED TO ADD ALL VIEWPOINTS TO CLASSROOM i
2018-01-13 11:30:00	CNNW	7	CNNW_20180113_110000_New_Day_Saturday/start/1800	Marc Lamont Hill OW Political Commentator\nMarc Lamont Hill | ON Political Commentator. . . . TODAY DENVER \\ 52\u00b0 SACRAMENTO 'O' 57\u00b0 SALT LAKE CITY\nIHUIVIP'D HIDIUHY UI' HAUIDI...
2018-01-13 11:30:00	FOXNEWSW	8	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/1800	I. _. experlonm
2018-01-13 11:30:00	MSNBCW	33	MSNBCW_20180113_110000_Dateline/start/1800	UU. . U\u2014. . UUI. . 'UUU\nThnRa rnng Firm r'nm
2018-01-13 11:31:00	CNNW	8	CNNW_20180113_110000_New_Day_Saturday/start/1860	iBen Ferguson OW Political Commentator\nII'IUIVIP' b I'IIDIUI'IY UI' HAUIDI UUIVIIVItN lb, HUI IUND. . TODAY PORTLAND - 53\u00b0 SAN FRANCISCO ' 57\u00b0SEA1'I'LE
2018-01-13 11:33:00	CNNW	7	CNNW_20180113_110000_New_Day_Saturday/start/1980	IHUIVIP' b HIDIUHY UI' HAUIDI UUIVIWItN lb, HUI IUNb. . TODAY DENVER ' 52\u00b0 SACRAMENTO m 57\u00b0 SALT LAKE CITY\nIHUIVIP'D HIDIUHY UI' HAUIDI UUIVIWItN lb, HUI IUNb. . TODAY ALBUQUERQUE . 52\u00b0 LAS VEGAS . 61\u201c SAN DIEGO\nIHUWIP'D HIDIUHY UI'...
2018-01-13 11:33:00	FOXNEWSW	14	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/1980	{ITICS CRY RACISM OVER TRUMP COMMENTS '
2018-01-13 11:35:00	FOXNEWSW	39	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/2100	DIO HOSTS SOUND OFF ON TRUMP COMMENTS I
2018-01-13 11:36:00	CNNW	4	CNNW_20180113_110000_New_Day_Saturday/start/2160	WI'I UUUIUI'II PthIUtNI II'IUIVII\" \"IN I:M)I:LLI:N| I'II:I-\\LII'I\". . RIGHT NOW INDIANAPOLIS . 14u MEMPHIS - 2O\u00b0 NEW ORLEANS
2018-01-13 11:37:00	FOXNEWSW	17	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/2220	(ITICS CRY RACISM OVER TRUMP COMMENTS
2018-01-13 11:39:00	CNNW	5	CNNW_20180113_110000_New_Day_Saturday/start/2340	. Available by prescription only. Results may vary.
2018-01-13 11:39:00	FOXNEWSW	44	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/2340	DIO HOSTS SOUND OFF ON TRUMP COMMENTS I
2018-01-13 11:40:00	FOXNEWSW	27	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/2400	{IEND ARRESTED |N MURDER OF U. PENN STUDENT\n.U CONSIDERED EPIDEMIC AS IT HITS PEAK
2018-01-13 11:42:00	FOXNEWSW	4	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/2520	O-YEAR-OLD CLAIMS $45OM JACKPOT
2018-01-13 11:43:00	FOXNEWSW	9	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/2580	VOICE OF THE VOTERS
2018-01-13 11:43:00	MSNBCW	8	MSNBCW_20180113_110000_Dateline/start/2580	vidozamom See our ad in Diabetes Self-Management.\nSymptoms of gallbladder problems may include pain in the right or. victoza.\u00a2om middle upper stomach area, fever, nausea and vomiting,...
2018-01-13 11:44:00	CNNW	10	CNNW_20180113_110000_New_Day_Saturday/start/2640	, ,. Julian Zelize OW Political Analyst\n, ,. Julian Zelize Historian and Professor, Princeton University
2018-01-13 11:45:00	FOXNEWSW	4	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/2700	Vjctoza'\u201c is an~injectable presgription medication used with
2018-01-13 11:46:00	CNNW	29	CNNW_20180113_110000_New_Day_Saturday/start/2760	, ,. Julian Zelize Historian and Professor, Princeton University\n, ,. Some health professionals want Trump's neurological health evaluated
2018-01-13 11:47:00	FOXNEWSW	21	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/2820	lUMP HELD BIPARTISAN IMMIGRATION MTG TUESDAY\n{ESIDENT TRUMP'S TOP MOMENTS OF THE WEEK
2018-01-13 11:48:00	FOXNEWSW	36	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/2880	lUMP HELD BIPARTISAN IMMIGRATION MTG TUESDAY\nUMP HELD PRESSER W/ NORWEGIAN PM WEDNESDAY\nlUMP: THERE'S BEEN ABSOLUTELY NO COLLUSION .
2018-01-13 11:50:00	FOXNEWSW	16	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/3000	BLAST FROM THE PAST\nlUMP: DACA SOLUTION HAS TO INCLUDE THE WALL !
2018-01-13 11:51:00	CNNW	5	CNNW_20180113_110000_New_Day_Saturday/start/3060	\"IHUI\u2019HY\": UUtb HUNIINU mu uAMt DAVE IHtWI I'HUM tRIINUIIUN'.\u2019. . TODAY NASHVILLE (' 29\u00b0 PITTSBURGH :\u2014 1!!u RALEIGH
2018-01-13 11:52:00	FOXNEWSW	35	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/3120	8OO-6O1-3365 5%. . GUARDIAN\nStay Tuned for FREE Offer... -
2018-01-13 11:52:00	MSNBCW	12	MSNBCW_20180113_110000_Dateline/start/3120	I_UUU_I'|UI-_IIIUI
2018-01-13 11:54:00	FOXNEWSW	35	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/3240	OOGLE TARGETING CONSERVATIVE SITES?\nRELION'GROUP. \u201cpk ann-ag7-1 836
2018-01-13 11:55:00	CNNW	7	CNNW_20180113_110000_New_Day_Saturday/start/3300	\" | HUH'IY\": UUtb HUNIINU mu UAMI: DAVE IHtWI I'HUM tRI INUIIUN'.\u2019. . TODAY PORTLAND L 53\u00b0 SAN FRANCISCO ' 51\u00b0 SEATI'LE
2018-01-13 11:56:00	FOXNEWSW	50	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/3360	OOGLE BEING ACCUSED OF LIBERAL BIAS j
2018-01-13 11:57:00	CNNW	15	CNNW_20180113_110000_New_Day_Saturday/start/3420	Dramatization'\nAvailable b
2018-01-13 11:58:00	CNNW	9	CNNW_20180113_110000_New_Day_Saturday/start/3480	1.844.ENTYV|O\nDUDDLKIDI: IUIJAY. VISIT lN-STORE OR OFFICEDEPOT.COM/INK
2018-01-13 12:01:00	FOXNEWSW	17	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/3660	January 13, 2O18
2018-01-13 12:01:00	MSNBCW	10	MSNBCW_20180113_120000_MSNBC_Live/start/60	CONGRESSIONAL BLACK CAUCUS CHAIR TO. INTDODUCF DFSOI UTION TO CFNSIIDF TDUMD\nCONGRESSIONAL BLACK CAUCUS CHAIR To. INTDODUCF DFSOI UTION TO CFNSIIDF TDUMD\nREPS. LEWIS, WATERS To BOYCOTT STATE OF THE. UNION nVFp...
2018-01-13 12:02:00	BBCNEWS	4	BBCNEWS_20180113_120200_	Dr ARIKANA CHIHOMBORI-QUAO. African Union Ambassador to the US
2018-01-13 12:02:00	CNNW	4	CNNW_20180113_120000_New_Day_Saturday/start/120	WUI'ILU LtAUtHb DLAIVI II'IUWIP'D HAUIDI UUIVIMENID. . TODAY CINCINNATI V 24\u00b0 CLEVELAND h 18\u201c COLUMBUS
2018-01-13 12:02:00	FOXNEWSW	16	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/3720	ALLOUT FROM IMMIGRATION BATTLE '\n{ITICS CRY RACISM OVER TRUMP COMMENTS I
2018-01-13 12:02:00	MSNBCW	23	MSNBCW_20180113_120000_MSNBC_Live/start/120	SUPPORTERS RALLY BEHIND TRUMP. FOI I OWING \"S***HOI F\" COMMFNTS\nSUPPORTERS RALLY BEHIND TRUMP. FOI I owma \"S***HOI F\" COMMFNTS\nCOREY LEWANDOWSKI I FMR. TRUMP CAMPAIGN MANAGER\nREPS. LEWIS, WATERS To...
2018-01-13 12:04:00	BBCNEWS	6	BBCNEWS_20180113_120400_	IRAN SANCTIONS. Iran angered by new sanctions imposed by US\nAMIR TAHERI. Iranian writer
2018-01-13 12:04:00	FOXNEWSW	8	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/3840	)1 3: SEN. GRAHAM CALLED MEXICO \"HELL HOLE\" I
2018-01-13 12:04:00	MSNBCW	16	MSNBCW_20180113_120000_MSNBC_Live/start/240	SUPPORTERS RALLY BEHIND TRUMP. FOI I owma \"S***HOI F\" COMMFNTS\nCONGRESSIONAL BLACK CAUCUS CHAIR TO. INTponl 1m: DFSOI llTION TO CFNSIIDF TDUMD\nPELOSI: WE MUST INSIST UPON CLEAN DREAM ACT
2018-01-13 12:05:00	BBCNEWS	10	BBCNEWS_20180113_120500_	IRAN SANCTIONS. Sanctions on head of judiciary have 'crossed a ved line'\nIRAN SANCTIONS. President Trump accused of hostile measures\nIRAN SANCTIONS. US had suspended sanciions after Iran nuclear deal\nIRAN...
2018-01-13 12:05:00	FOXNEWSW	40	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/3900	. . HISTORY OF HARSH COMMENTS :. . I \\
2018-01-13 12:06:00	BBCNEWS	11	BBCNEWS_20180113_120600_	IRAN SANCTIONS. Iran: Strong response if US pulls out of nuclear deal\nIRAN SANCTIONS. Iran angered by new sanciions imposed by US\nIRAN SANCTIONS. Sanctions on head of judiciary have 'crossed a red...
2018-01-13 12:06:00	CNNW	23	CNNW_20180113_120000_New_Day_Saturday/start/360	But Dem Sen Durbin says Trump made \"vile and racist\" remarks\nW. Abby Phillip OW White House Correspondent
2018-01-13 12:06:00	MSNBCW	16	MSNBCW_20180113_120000_MSNBC_Live/start/360	DURBIN: TRUMP REPEATEDLY SAID. \"HATF-FII I Fr), VII I: R. RACIST\" THINGS\nGOP SENS COTTON & PERDUE: \"DO NOT RECALL\". TDUMD\u2019S DFPOGATODY COMMFNTS\nDEM. SEN. DURBIN CONFIRMS TRUMP\u2019S. \"S***HOI F COUNTDIFS\"...
2018-01-13 12:07:00	MSNBCW	15	MSNBCW_20180113_120000_MSNBC_Live/start/420	SOURCES: TRUMP SAYS \"WHY DO WE. NFFD Mom: HAITIANS, TAKF THFM OUT\"\nTRUMP CALLS AFRICAN NATIONS \"S***HOLE COUNTRIES\"\nDURBIN: TRUMP REPEATEDLY SAID. \"HATF-Fll I Fr), VII I: R. RACIST\" THINGS\nDEM. SEN....
2018-01-13 12:08:00	BBCNEWS	12	BBCNEWS_20180113_120800_	IRAN SANCTIONS. President Trump accused of hostile measures\nIRAN SANCTIONS. US had suspended sanctions after Iran nuclear deal\nIRAN SANCTIONS. Punitive measures against Iran remain in force\nIRAN...
2018-01-13 12:08:00	CNNW	10	CNNW_20180113_120000_New_Day_Saturday/start/480	Antonia Okafor Trump Supporter\nAntonia Okafor I Trump Supporter\nAntonia Okafor Parents immigrated from Nigeria
2018-01-13 12:08:00	FOXNEWSW	52	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/4080	)16: HILLARY CLINTON MOCKS \"DEPLORABLES\" i. . \\\nHISTORY OF HARSH COMMENTS \\. . I \\
2018-01-13 12:09:00	BBCNEWS	13	BBCNEWS_20180113_120900_	CARILLION DEBT FEARS. Construction company has debts of \u00a315m\nSir VINCE CABLE MP. Leader. Liberal Democrats
2018-01-13 12:09:00	CNNW	10	CNNW_20180113_120000_New_Day_Saturday/start/540	Antonia Okafor I Trump Supporter
2018-01-13 12:09:00	FOXNEWSW	30	FOXNEWSW_20180113_110000_Fox_and_Friends_Saturday/start/4140	ITEL CHAIR: FBI & DOJ ABUSED SURVEILLANCE I\nANCY PELOSI PUSHES FOR CLEAN DACA BILL i. . \\
2018-01-13 12:09:00	MSNBCW	17	MSNBCW_20180113_120000_MSNBC_Live/start/540	DURBIN: TRUMP REPEATEDLY SAID. \"HATF\u2014FII I Fr), VII F R. RACIST\" THINGS\nDEM. SEN. DURBIN CONFIRMS TRUMP\u2019S. \"S***HOI F COUNTDIFS\" COMMFNT
