2018-01-11 00:00:00	BBCNEWS	26	BBCNEWS_20180111_000000_	SEARCH FOR MH37O RESUMES\nCALIFORNIA MUDSLIDES
2018-01-11 15:06:00	CNNW	53	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/360	TRUMP TARGETS FISA PROVISION UP FOR RENEWAL. . Amanda Carpenter CJ\\N Political Commentator\nTRUMP TARGETS FISA PROVISION UP FOR RENEWAL. . Questions whether act was used to surveil his campaign
2018-01-11 15:06:00	MSNBCW	33	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/360	TRUMP CLARIFIES HE WANTS TODAY\u2019S FISA ACT BILL TO PASS\nHOUSE DEBATING SECRET COURT SURVEILLANCE LAW\nTRUMP: FISA ACT MAY HAVE BEEN USED BY OBAMA ADMIN.,. OTHFPS TO \"RADI v SUDVFII AND ARI...
2018-01-11 15:07:00	BBCNEWS	12	BBCNEWS_20180111_140000_Afternoon_Live/start/4020	NHS UNDER PRESSURE. Number of \ufb02u pa\ufb01en's admitted to hospital 2.5 times higher\nNHS UNDER PRESSURE. A&E waits in England during December worst since 2OO4\nNHS UNDER PRESSURE. 85.1% of patients seen in 4 hours, under...
2018-01-11 15:07:00	CNNW	59	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/420	TRUMP TARGETS FISA PROVISION UP FOR RENEWAL. . Questions whether act was used to surveil his campaign\nTRUMP TARGETS FISA PROVISION UP FOR RENEWAL. . Amanda Carpenter CJ\\N Political Commentator
2018-01-11 15:07:00	FOXNEWSW	22	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/4020	GROWING NUMBER OF GOP LAWMAKERS
2018-01-11 15:07:00	MSNBCW	22	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/420	HOUSE TO VOTE ON REINING IN SURVEILLANCE LAW. THAT cm I FCTS AMFDICANS\u2019 TFXTS, FMAII s\nHOUSE DEBATING SECRET COURT SURVEILLANCE LAW\nHOUSE TO VOTE ON REINING IN SURVEILLANCE LAW. THAT cm I FCTS AMFDICANS\u2019 TFXTSA FMAII s
2018-01-11 15:08:00	FOXNEWSW	31	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/4080	> KEVIN MCCARTHY R-CA | HOUSE MAJORITY LEADER\nGROWING NUMBER OF GOP LAWMAKERS
2018-01-11 15:09:00	BBCNEWS	10	BBCNEWS_20180111_140000_Afternoon_Live/start/4140	NHS UNDER PRESSURE. ME waits in England during December worst since 2OO4\nNHS UNDER PRESSURE. 85.1% of patients seen in 4 hours, under 95% target\nNHS UNDER PRESSURE. Figures come after A&E staff report...
2018-01-11 15:09:00	CNNW	38	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/540	TRUMP REPEATS \u201cNO COLLUSION\" 8 TIMES DURING Q&A. . Robby MOOk Former Campaign Manager, Hillary for America\nTRUMP REPEATS \u201cNO COLLUSION\" 8 TIMES DURING Q&A. . Amanda Carpenter Former Comm Dirfor Sen Ted Cruz\nTRUMP REPEATS \"NO COLLUSION\" 8...
2018-01-11 15:09:00	MSNBCW	22	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/540	HOUSE DEBATING SECRET COURT SURVEILLANCE LAW\nSEN. RAND PAUL | (R) KENTUCKY
2018-01-11 15:10:00	BBCNEWS	11	BBCNEWS_20180111_140000_Afternoon_Live/start/4200	NHS UNDER PRESSURE. NHS Providers: NHS at a watershed moment for funding\nNHS UNDER PRESSURE. 68 Heads of ME departments have written to PM\nNHS UNDER PRESSURE. NHS Providers: Hospitals unsafe &...
2018-01-11 15:10:00	CNNW	27	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/600	TRUMP REPEATS \u201cNO COLLUSION\" 8 TIMES DURING Q&A. . Amanda Carpenter CJ\\N Political Commentator\nTRUMP FLIPS FROM \"1OO%\" TO \"WE'LL SEE\" ON MUELLER INTV\nTRUMP REPEATS \"NO COLLUSION\" 8 TIMES DURING Q&A
2018-01-11 15:10:00	MSNBCW	36	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/600	TRUMP: FISA VOTE \"IS ABOUT FOREIGN SURVEILLANCE. O|: FODFIGN RAD (=le ON FODFIGN I AND, WF NFFD IT!\"\nTRUMP CLARIFIES HE WANTS TODAY\u2019S FISA ACT BILL TO PASS\nHOUSE TO VOTE ON REINING IN SURVEILLANCE LAW. THAT cm I FCTS AMFDICANS\u2019...
2018-01-11 15:11:00	CNNW	57	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/660	TRUMP FLIPS FROM \"1OO%\" TO \"WE'LL SEE\" ON MUELLER INTV. . Ron Brownstein Senior Editor, The Atlantic\nTRUMP FLIPS FROM \"1OO%\" TO \"WE'LL SEE\" ON MUELLER INTV
2018-01-11 15:12:00	MSNBCW	16	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/720	TRUMP CLARIFIES HE WANTS TODAY\u2019S FISA ACT BILL TO PASS\nTRUMP: FISA ACT MAY HAVE BEEN USED BY OBAMA ADMIN.,. OTHFDS TO \"RADI v SUDVFII AND ARI ISF\" MY CAMPAIGN\nHOUSE DEBATING SECRET COURT...
2018-01-11 15:13:00	CNNW	30	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/780	POLL: 49% SAY OBAMA IS REASON FOR ECONOMY; 4O% SAY TRUMP. . Robby MOOk Former Campaign Manager, Hillary for America\nPOLL: 49% SAY OBAMA IS REASON FOR ECONOMY; 4O% SAY TRUMP\nPOLL: 49% SAY OBAMA IS REASON FOR ECONOMY; 4O% SAY TRUMP. . Robby MOOk OW...
2018-01-11 15:13:00	MSNBCW	54	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/780	HOUSE DEBATING SECRET COURT SURVEILLANCE LAW\nSTANLEY POTI'INGER [ FMR. ASST. ATTORNEYGENERAL
2018-01-11 15:14:00	BBCNEWS	4	BBCNEWS_20180111_140000_Afternoon_Live/start/4440	Councillor ALAN JARRETT. Leader. Medway Council
2018-01-11 15:14:00	CNNW	21	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/840	CONWAY: \"NOBODY\" IN THE WH TALKS ABOUT HILLARY CLINTON. . Amanda Carpenter CJ\\N Political Commentator\nCONWAY: \"NOBODY\" IN THE WH TALKS ABOUT HILLARY CLINTON. . Fact check: They do\nPOLL: 49% SAY OBAMA IS REASON FOR ECONOMY; 4O% SAY...
2018-01-11 15:14:00	FOXNEWSW	22	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/4440	YC SUBWAY BOMB SUSPECT INDICTED
2018-01-11 15:14:00	MSNBCW	23	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/840	HOUSE DEBATING SECRET COURT SURVEILLANCE LAW\nHOUSE To VOTE ON REINING IN SURVEILLANCE LAW. THAT cm I FCTS AMFDICANS' TFXTSA FMAII s
2018-01-11 15:15:00	BBCNEWS	12	BBCNEWS_20180111_140000_Afternoon_Live/start/4500	ENVIRONMENT PLEDGE. PM vows to cut avoidable plastic was'e in UK by 2O42\nENVIRONMENT PLEDGE. Prime Minister outlines 25-year environmental plan\nENVIRONMENT PLEDGE. Supermarkets encouraged to create...
2018-01-11 15:15:00	FOXNEWSW	50	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/4500	. DUSE EXPECTED TO VOTE ON FISA ACT TODAY
2018-01-11 15:16:00	BBCNEWS	11	BBCNEWS_20180111_140000_Afternoon_Live/start/4560	ENVIRONMENT PLEDGE. PM: Plastic one of the great environmental scourges\nENVIRONMENT PLEDGE. May: We'll take action at every stage of plastic use\nENVIRONMENT PLEDGE. PM: We must reduce the demand for...
2018-01-11 15:16:00	CNNW	12	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/960	CONWAY: \"NOBODY\" IN THE WH TALKS ABOUT HILLARY CLINTON. . Ron Brownstein Senior Editor, The Atlantic\nFRANTIC SEARCH FOR SURVIVORS IN CA\nMISSOURI'S GOV ADMITS AFFAIR, DENIES BLACKMAIL CLAIM\nGOP LAWMAKERS INTRODUCE IMMIGRATION...
2018-01-11 15:16:00	MSNBCW	23	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/960	TRUMP CLARIFIES HE WANTS TODAY\u2019S FISA ACT BILL TO PASS\nHOUSE TO VOTE ON REINING IN SURVEILLANCE LAW. THAT cm I FCTS AMFDICANS\u2019 TFXTSA FMAII s\nTRUMP: FISA ACT MAY HAVE BEEN USED BY OBAMA...
2018-01-11 15:17:00	BBCNEWS	11	BBCNEWS_20180111_140000_Afternoon_Live/start/4620	ENVIRONMENT PLEDGE. May: Looking at evidence on bottle deposii schemes\nENVIRONMENT PLEDGE. May: We've committed to planting millions more trees\nENVIRONMENT PLEDGE. May: New nature-friendly programme tor...
2018-01-11 15:17:00	CNNW	6	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1020	gramatization\n. nutrisystem.com/furbol 3 888-46 1 -SII
2018-01-11 15:17:00	MSNBCW	15	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/1020	BIPARTISAN SENS INCHING \"CLOSER\" TO \"DREAMERS\" DEAL\nTRUMP CLARIFIES HE WANTS TODAY\u2019S FISA ACT BILL TO PASS
2018-01-11 15:19:00	BBCNEWS	14	BBCNEWS_20180111_140000_Afternoon_Live/start/4740	ENVIRONMENT PLEDGE. PM: Success on plastic bags should inspire us\nENVIRONMENT PLEDGE. PM: We will make it easier to recycle plastic\nENVIRONMENT PLEDGE. May: Looking at evidence on bonle deposii...
2018-01-11 15:19:00	CNNW	3	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1140	Heart Failure symptoms increase the risk
2018-01-11 15:19:00	FOXNEWSW	27	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/4740	DUSE EXPECTED TO VOTE ON FISA ACT TODAY\nDUSE EXPECTED TO VOTE ON FISA ACT TODAY-. . mm.\u2014\nDUSE EXPECTED TO VOTE ON FISA ACT TODAY-. . \u2014m\u2014
2018-01-11 15:20:00	BBCNEWS	11	BBCNEWS_20180111_140000_Afternoon_Live/start/4800	ENVIRONMENT PLEDGE. May: New nature-friendly programme tor schools\nENVIRONMENT PLEDGE. PM vows to cut avoidable plastic was'e in UK by 2O42\nENVIRONMENT PLEDGE. Prime Minister outlines 25-year...
2018-01-11 15:20:00	CNNW	10	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1200	HATCH: I HOPE ROMNEY RUNS TO REPLACE ME\nENTRESTO is used with other Heart Failure medicines\nENTRESTO is a prescription medicine for adults with\nHeart Failure symptoms...
2018-01-11 15:21:00	BBCNEWS	11	BBCNEWS_20180111_140000_Afternoon_Live/start/4860	ENVIRONMENT PLEDGE. PM: We must reduce the demand for plastic\nENVIRONMENT PLEDGE. PM: Success on plastic bags should inspire us\nENVIRONMENT PLEDGE. May: We'll take action at every stage of plastic...
2018-01-11 15:21:00	CNNW	46	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1260	HATCH: I HOPE ROMNEY RUNS TO REPLACE ME. . Sen Orrin Hatch (R) Utah\nHOUSE CONSERVATIVES PUSH HARDLINE IMMIGRATION BILL
2018-01-11 15:21:00	FOXNEWSW	8	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/4860	)ayUSA.com 1 -844-329-1572
2018-01-11 15:21:00	MSNBCW	24	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/1260	HOUSE GOP CLASHING WITH TRUMP ON IMMIGRATION\nREP. LABRADOR: GOP IMMIGRATION PROPOSAL \"THE. m\" V Rll I THAT'S GOING TO lINIFY THF CONFFDFNCF\
2018-01-11 15:22:00	BBCNEWS	43	BBCNEWS_20180111_140000_Afternoon_Live/start/4920	SHADOW CABINET RESIGNATION. Chris Williamson stands down as Shadow Fire Minister\nENVIRONMENT PLEDGE. May: Looking at evidence on bottle deposit schemes
2018-01-11 15:22:00	CNNW	46	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1320	HOUSE CONSERVATIVES PUSH HARDLINE IMMIGRATION BILL. . Sunlen Serfatv OW Congressional Correspondent\nHOUSE CONSERVATIVES PUSH HARDLINE IMMIGRATION BILL
2018-01-11 15:22:00	FOXNEWSW	12	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/4920	)ayUSA.com 1 -844-329-1572\nSUBSCRIBE TODAY. VISIT lN-STORE OR OFFICEDEPOT.COM/|NK
2018-01-11 15:23:00	MSNBCW	48	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/1380	BIPARTISAN SENS INCHING \"CLOSER\" TO \"DREAMERS\" DEAL\nDEMOCRATIC LEADERS FACE INTERNAL. MllTINY OVFD DDFAMFDS nFAI
2018-01-11 15:24:00	BBCNEWS	15	BBCNEWS_20180111_152400_	MIXED RETAIL FIGURES
2018-01-11 15:24:00	CNNW	9	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1440	AT LEAST 48 MISSING IN DEADLY MUDSLIDES\nIndividual results may vary HUMIRA.COM/PSA\nHOUSE CONSERVATIVES PUSH HARDLINE IMMIGRATION BILL. . Sunlen Serfatv OW Congressional...
2018-01-11 15:25:00	CNNW	6	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1500	Please see our ad in Elle Magazine HUMIRA.COM/PSA\nHUMIRA is for adults and is taken by injection HUMIRA.COM/PSA\nBy prescription only HUMIRA.COM/PSA
2018-01-11 15:25:00	FOXNEWSW	14	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/5100	> KEVIN TAYLOIi I DEPUTY FIRE CHIEF, MONTECITO COUNTY\nCONFIRMED DEAD IN CALIFORNIA MUDSLIDES\nBedrock
2018-01-11 15:25:00	MSNBCW	21	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/1500	FLAKE: \"WE'RE VERY CLOSE\" ON IMMIGRATION BILL\nDEM. REP. GALLEGO: WE'RE NOT WILLING TO GIVE. AWAY \"WI-InI F HOG AND FARM\" ON IMMIGRATION\nPELOSI ASKS RYAN TO POSTPONE. FISA VOTF...
2018-01-11 15:26:00	BBCNEWS	13	BBCNEWS_20180111_152600_	MILL HILL MURDER. Two teenagers arrested over death of shop worker\nMILL HILL MURDER. Shop worker Vijay Patel died after being attacked\nTOM BURRIDGE. News Correspondent
2018-01-11 15:26:00	FOXNEWSW	22	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/5160	OOer 5O e.. Bedrock\n> WILLIAM LA JEUNESSE\nCONFIRMED DEAD IN CALIFORNIA MUDSLIDES\nBedrock
2018-01-11 15:26:00	MSNBCW	25	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/1560	PELOSI ASKS RYAN TO POSTPONE. FISA VOTF AFl'FD TPIJMD TWFFI'S
2018-01-11 15:27:00	BBCNEWS	11	BBCNEWS_20180111_152700_	MILL HILL MURDER. Two teenage boys aged 15 and 16 are being questioned\nMILL HILL MURDER. Two teenagers arrested over death of shop worker\nMILL HILL MURDER. My Patel was attacked a\ufb02ev Musing to serve boys...
2018-01-11 15:27:00	CNNW	3	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1620	www.porscnemarln.com
2018-01-11 15:28:00	CNNW	18	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1680	OFFICIALS: AT LEAST 48 PEOPLE MISSING IN CALIFORNIA\nwww.porscnemarln.com
2018-01-11 15:29:00	BBCNEWS	26	BBCNEWS_20180111_140000_Afternoon_Live/start/5340	NHS UNDER PRESSURE
2018-01-11 15:29:00	CNNW	18	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1740	5OO FIRST RESPONDERS, 1O DOGS SEARCHING FOR VICTIMS\n17 DEAD, 48 PEOPLE MISSING IN CALIFORNIA\n1OO HOMES DESTROYED, 1,5OO HOMES STILL THREATENED\nOFFICIALS: AT LEAST 48 PEOPLE MISSING IN...
2018-01-11 15:29:00	MSNBCW	9	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/1740	VISIT IN-STORE OR OFFICEDEPOT.COM/|l\\\nEnd ma Limit 2. Exclusmns apply, Mulnpacks comm as one.
2018-01-11 15:30:00	FOXNEWSW	8	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/5400	anion-mm
2018-01-11 15:30:00	MSNBCW	23	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/1800	AT LEAST17 KILLED, DOZENS MISSING IN CALIFORNIA MUDSLIDES
2018-01-11 15:31:00	CNNW	20	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1860	17 DEAD, 48 PEOPLE MISSING IN CALIFORNIA\nDESPERATE SEARCH FOR SURVIVORS IN CALIFORNIA. . Kyle Blanco Victim's Relative\nRECORD NUMBER OF RETIREMENTS THREATENS GOP HOUSE MAJORITY
2018-01-11 15:32:00	CNNW	6	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1920	I SATURDAY 7P
2018-01-11 15:32:00	FOXNEWSW	32	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/5520	TRUMP SAYS IT'S \"UNLIKELY\" MUELLER WILL\nFEINSTEIN SAYS SHE RELEASED TIIRANSCRIPT
2018-01-11 15:32:00	MSNBCW	18	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/1920	MISSOURI GOV. & WIFE: BEFORE ELECTION, HUSBAND. \"llNFAITHFllI IN nun MADDIAGF TOOK DFSDONSIRII ITY\
2018-01-11 15:33:00	FOXNEWSW	18	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/5580	UMP LAWYER SUING BUZZFEED FUSION GPS\nb DIANNE FEINSTEIN D l CALIFORNIA SENATOR\nFEINSTEIN SAYS SHE RELEASED TIIIANSCRIPT\nFEINSTEIN SAYS SHE RELEASED TRANSCRIPT. ' I ' ' A '...
2018-01-11 15:34:00	CNNW	8	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/2040	. . \u201c LASER SPINE INSTITUTE 1-8OO-216-BACK\nUse As Directed.. . . . T'. . BAYER. . 11m
2018-01-11 15:34:00	FOXNEWSW	31	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/5640	UMP LAWYER SUING BUZZFEED FUSION GPS\n' UMP PLANS TO LOOK AT LIBEL LAWS
2018-01-11 15:35:00	CNNW	10	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/2100	RECORD NUMBER OF RETIREMENTS THREATENS GOP HOUSE MAJORITY
2018-01-11 15:35:00	FOXNEWSW	32	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/5700	I \u2014_\u2014\\. RUMP PLANS TO LOOK AT LIBEL LAWS
2018-01-11 15:35:00	MSNBCW	14	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/2100	TRUMP SET TO HOST LISTENING SESSION ON PRISON REFORM\nMISSOURI GOVERNOR ADMITS 2O15 AFFAIR, DENIES BLACKMAIL CLAIM\nMISSOURI GOV.'S WIFE: I WANT \"GOSSIP\". AWAY \"FROM MF AND MY CHII onN\
2018-01-11 15:36:00	BBCNEWS	13	BBCNEWS_20180111_140000_Afternoon_Live/start/5760	NATIONAL FLU REPORT. 233 new acute respiratory outbreaks in 7 days\nNATIONAL FLU REPORT. 2O9 Flu outbreaks came from care homes\nNATIONAL FLU REPORT. 2O Flu outbreaks from hospitals in the past 7 days\nDr...
2018-01-11 15:37:00	FOXNEWSW	10	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/5820	TRUMP SAYS IT'S \" NLIKELY\" MUELLER WILL. k , I _ H I I ' k I n\nv. . D THOMAS DUPREE | FMR DEPUTY ASST ATTORNEY GENERAL. . ,' AA. A L E n EA
2018-01-11 15:39:00	BBCNEWS	17	BBCNEWS_20180111_140000_Afternoon_Live/start/5940	NATIONAL FLU REPORT. Sharp rise in cases could signal worst season for 7 years\nNATIONAL FLU REPORT. 2O Flu outbreaks from hospitals in the past 7 days\nNATIONAL FLU REPORT. 233 new acute respiratory outbreaks in 7...
2018-01-11 15:39:00	FOXNEWSW	18	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/5940	CONSUMER ELECTRONICS SHOW
2018-01-11 15:39:00	MSNBCW	31	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/2340	HOUSE GOP LEADERSHIP SOURCES:. NO DI AN Tn DUI I FISA Rll I FROM Fl non\nTRUMP SET TO HOST LISTENING SESSION ON PRISON REFORM
2018-01-11 15:40:00	BBCNEWS	31	BBCNEWS_20180111_140000_Afternoon_Live/start/6000	NATIONAL FLU REPORT. 233 new acute respiratory outbreaks in 7 days\nNATIONAL FLU REPORT. Report concluded current \ufb02u levels 'not unprecedented'
2018-01-11 15:40:00	MSNBCW	13	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/2400	JARED'S POLICY PUSH ON PRISON REFORM\nTRUMP SET TO HOST LISTENING SESSION ON PRISON REFORM\nTRUMP'S SON-IN-LAW KUSHNER SPEARHEADING PRISON REFORM
2018-01-11 15:42:00	CNNW	34	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/2520	RECORD NUMBER OF RETIREMENTS THREATENS GOP HOUSE MAJORITY\nMO GOV ADMITS TO AFFAIR BUT DENIES BLACKMAIL ALLEGATION
2018-01-11 15:42:00	MSNBCW	12	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/2520	JARED\u2019S POLICY PUSH ON PRISON REFORM\nTRUMP SET TO HOST LISTENING SESSION ON PRISON REFORM.
2018-01-11 15:43:00	CNNW	9	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/2580	DUDDLKIDI: IUIJAY. VISIT lN-STORE OR OFFICEDEPOT.COM/INK\nDramatization'
2018-01-11 15:43:00	FOXNEWSW	10	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/6180	LOUISIANA SCHOOL DISTRICT GETS DEATH THREATS
2018-01-11 15:44:00	FOXNEWSW	29	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/6240	T: HEARTLAND DEMS FEEL ABANDONED BY DNC\nLOUISIANA SCHOOL DISTRICT GETS DEATH THREATS
2018-01-11 15:44:00	MSNBCW	17	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/2640	TRUMP'S SON-IN-LAW KUSHNER SPEARHEADING PRISON REFORM\nTRUMP SET TO HOST LISTENING SESSION ON PRISON REFORM\nPRISON POLICY INITIATIVE l\nKUSHNER, WHOSE FATHER WAS JAILED, HAS A. DI AM TO...
2018-01-11 15:45:00	BBCNEWS	34	BBCNEWS_20180111_140000_Afternoon_Live/start/6300	MAY ENVIRONMENT PLEDGE
2018-01-11 15:45:00	CNNW	3	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/2700	elapsed time 26 sec
2018-01-11 15:45:00	FOXNEWSW	8	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/6300	> JESSICA TARLOV | DEMOCRATIC STRATEGIST\n> JESSICA TARLOV | FOX NEWS CONTRIBUTOR
2018-01-11 15:47:00	BBCNEWS	12	BBCNEWS_20180111_140000_Afternoon_Live/start/6420	SUPER THURSDAY FOR RETAILERS. Tesco Iike-for-like Christmas sales up 1.9%\nSUPER THURSDAY FOR RETAILERS. M&S sees Christmas food sales fall\nSUPER THURSDAY FOR RETAILERS. Tesco food sales up 3.4%, with fresh...
2018-01-11 15:47:00	CNNW	32	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/2820	MO GOV ADMITS AFFAIR BUT DENIES BLACKMAIL ALLEGATION\nMO GOV ADMITS AFFAIR BUT DENIES BLACKMAIL ALLEGATION. . Alison Kosik OW Correspondent
2018-01-11 15:47:00	FOXNEWSW	12	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/6420	OP RETIREMENTSiTHREATEN HOUSE MAJORITY m\nOP RETIREMENTS THREATEN HOUSE MAJORITY m\n> JESSICA TARLOV | DEMOCRATIC STRATEGIST\nP JESSICA TARLOV \\ DEMOCRATIC STRATEGIST
2018-01-11 15:47:00	MSNBCW	17	MSNBCW_20180111_150000_MSNBC_Live_With_Hallie_Jackson/start/2820	1_- 8OO- 423- 7771 Call now for free gt
2018-01-11 15:48:00	BBCNEWS	10	BBCNEWS_20180111_140000_Afternoon_Live/start/6480	SUPER THURSDAY FOR RETAILERS. M&S sees Christmas food sales fall\nSUPER THURSDAY FOR RETAILERS I\". John Lewis sales jump 7.2% in Black Friday week\nSUPER THURSDAY FOR RETAILERS. M&S clothing and...
2018-01-11 15:48:00	FOXNEWSW	9	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/6480	RURAL DEMOCRATS BLAME WASHINGTON ELITE\n> JESSICA TARLOV | FOX NEWS CONTRIBUTOR
2018-01-11 15:49:00	CNNW	62	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/2940	MO GOV ADMITS AFFAIR BUT DENIES BLACKMAIL ALLEGATION
2018-01-11 15:50:00	BBCNEWS	10	BBCNEWS_20180111_140000_Afternoon_Live/start/6600	TRUMP TRADE WARNING. NAFTA talks with Canada & Mexico to resume\nSAMIRA HUSSAIN. New York
2018-01-11 15:50:00	CNNW	47	CNNW_20180111_150000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/3000	WOMAN ALLEGES BLACKMAIL IN AFFAIR WITH MO GOV. . Gov's lawyer denies claims Eric Greitens took nude photo of woman\nMO GOV ADMITS AFFAIR, BUT DENIES BLACKMAIL ALLEGATION
2018-01-11 15:50:00	FOXNEWSW	21	FOXNEWSW_20180111_140000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/6600	\ufb01l\ufb02 \u2014'-'I\\ W\ufb02u\ufb02i. Happening NOW\nSUBSCRIBE TODAY. VISIT lN-STORE OR OFFICEDEPOT.COM/INK\nEnd 1/13. Limit 2. Exclusions apply, Multipacks cuunl as one,
